year,field,name,gender
1974,Physiology or Medicine,Malcolm,
1974,Physiology or Medicine,Jean-Jacques,
1974,Economic Sciences,Mervyn,
1974,Economic Sciences,Lee,
1974,Economic Sciences,Barry,
1974,Economic Sciences,Robert,
1974,Economic Sciences,John,
1974,Economic Sciences,Angus,
1974,Economic Sciences,Royall,
1974,Economic Sciences,Masanao,
1974,Economic Sciences,Anthony,
1974,Economic Sciences,Kas,
1975,Physics,Bob,
1975,Physics,Maurice,
1975,Physics,Brian,
1975,Physics,Stephen,
1975,Physics,Abdus,
1975,Chemistry,Peter,
1975,Chemistry,Pierre,
1975,Chemistry,François,
1975,Chemistry,Jean,
1975,Chemistry,Monique,
1975,Chemistry,Martin,
1975,Chemistry,Leonhard,
1975,Chemistry,Jack,
1975,Chemistry,Ross,
1975,Chemistry,Alan,
1975,Physiology or Medicine,Ronald,
1975,Physiology or Medicine,Mira,
1975,Physiology or Medicine,Jacob,
1975,Physiology or Medicine,Hadar,
1975,Physiology or Medicine,Clayton,
1975,Physiology or Medicine,Thomas,
1975,Physiology or Medicine,Pamela,
1975,Physiology or Medicine,Gordana,
1975,Physiology or Medicine,Alan,
1975,Physiology or Medicine,Jean-Jacques,
1975,Economic Sciences,Marshall,
1975,Economic Sciences,Julian,
1975,Economic Sciences,Mohamed,
1975,Economic Sciences,Thomas,
1975,Economic Sciences,Hendra,
1975,Economic Sciences,Nicholas,
1975,Economic Sciences,Rothwell,
1975,Economic Sciences,David,
1975,Economic Sciences,Daniel,
1975,Economic Sciences,Emily,
1976,Physics,Wolfgang,
1976,Physics,Olle,
1976,Physics,BO,
1976,Physics,Martin,
1976,Chemistry,Yael,
1976,Chemistry,Roger,
1976,Chemistry,Clas,
1976,Chemistry,Joseph,
1976,Chemistry,Miklos,
1976,Chemistry,Ei-ichi,
1976,Chemistry,Colin,
1976,Chemistry,Monique,
1976,Chemistry,Martel,
1976,Chemistry,Allessandro,
1976,Physiology or Medicine,Jacob,
1976,Physiology or Medicine,Leif,
1976,Physiology or Medicine,Erik,
1976,Physiology or Medicine,Joseph,
1976,Physiology or Medicine,Michael,
1976,Physiology or Medicine,Olav,
1976,Physiology or Medicine,Leonard,
1976,Physiology or Medicine,Zvi,
1976,Physiology or Medicine,Rachel,
1976,Physiology or Medicine,Simon,
1976,Economic Sciences,Rob,
1976,Economic Sciences,Peter,
1976,Economic Sciences,Ira,
1976,Economic Sciences,Louis,
1976,Economic Sciences,Asim,
1976,Economic Sciences,Prem,
1976,Economic Sciences,John,
1976,Economic Sciences,Hsia,
1976,Economic Sciences,Sidney,
1976,Economic Sciences,Anthony,
1977,Physics,Peter,
1977,Physics,Irwin,
1977,Physics,Gordon,
1977,Physics,Lesley,
1977,Physics,Vincent,
1977,Chemistry,Hideo,
1977,Chemistry,Katsutoshi,
1977,Chemistry,Géza,
1977,Chemistry,Hiroshi,
1977,Chemistry,Shigeaki,
1977,Chemistry,Colin,
1977,Chemistry,Howard,
1977,Chemistry,Hideki,
1977,Chemistry,Dietmar,
1977,Chemistry,Lothar,
1977,Physiology or Medicine,Ȗystein,
1977,Physiology or Medicine,Robert,
1977,Physiology or Medicine,Been-Yuan,
1977,Physiology or Medicine,Shou-Hsian,
1977,Physiology or Medicine,Atsuko,
1977,Physiology or Medicine,Margaret,
1977,Physiology or Medicine,Fredrik,
1977,Physiology or Medicine,Jesus,
1977,Physiology or Medicine,Hei-Min,
1977,Physiology or Medicine,Glenn,
1977,Economic Sciences,Ben-Chieh,
1977,Economic Sciences,Alec,
1977,Economic Sciences,Amir,
1977,Economic Sciences,William,
1977,Economic Sciences,Steven,
1977,Economic Sciences,John,
1977,Economic Sciences,Alan,
1977,Economic Sciences,Michael,
1977,Economic Sciences,Vijay,
1977,Economic Sciences,Irving,
1978,Physics,Rolf,
1978,Physics,Paul-Rolf,
1978,Physics,Lai-Him,
1978,Physics,Florian,
1978,Physics,William,
1978,Physics,Theodore,
1978,Physics,Heinz,
1978,Physics,Antoni,
1978,Chemistry,Günter,
1978,Chemistry,DW,
1978,Chemistry,Bengt,
1978,Chemistry,Ulrich,
1978,Chemistry,Robert,
1978,Chemistry,Beat,
1978,Chemistry,Claus,
1978,Chemistry,Dietmar,
1978,Chemistry,Veronika,
1978,Chemistry,Bernhard,
1978,Physiology or Medicine,Obika,
1978,Physiology or Medicine,Leon,
1978,Physiology or Medicine,Watanabe,
1978,Physiology or Medicine,Stuart,
1978,Physiology or Medicine,Ann,
1978,Physiology or Medicine,Lynne,
1978,Physiology or Medicine,Toshihide,
1978,Physiology or Medicine,Edward,
1978,Physiology or Medicine,Matsumoto,
1978,Economic Sciences,Peter,
1978,Economic Sciences,Friedrich,
1978,Economic Sciences,Martin,
1978,Economic Sciences,Christopher,
1978,Economic Sciences,Lawrence,
1978,Economic Sciences,Anthony,
1978,Economic Sciences,Jean-Loup,
1978,Economic Sciences,Anil,
1978,Economic Sciences,Donald,
1978,Economic Sciences,Philip,
1979,Physics,Maurice,
1979,Physics,Neil,
1979,Physics,Jon,
1979,Physics,Aharon,
1979,Physics,Robert,
1979,Physics,Miki,
1979,Physics,Daniel,
1979,Chemistry,Hideo,
1979,Chemistry,Dietmar,
1979,Chemistry,Alfred,
1979,Chemistry,Joachim,
1979,Chemistry,Colin,
1979,Chemistry,Manuel,
1979,Chemistry,Balbir,
1979,Chemistry,Ikujiro,
1979,Chemistry,Gerard,
1979,Chemistry,George,
1979,Physiology or Medicine,Larry,
1979,Physiology or Medicine,Yasumasa,
1979,Physiology or Medicine,Leif,
1979,Physiology or Medicine,Brian,
1979,Physiology or Medicine,Tamotsu,
1979,Physiology or Medicine,John,
1979,Physiology or Medicine,Hiroshi,
1979,Physiology or Medicine,Austen,
1979,Physiology or Medicine,Sheldon,
1979,Economic Sciences,Tschangho,
1979,Economic Sciences,Jean-Michel,
1979,Economic Sciences,Aron,
1979,Economic Sciences,Avinash,
1979,Economic Sciences,Mark,
1979,Economic Sciences,Jacques,
1979,Economic Sciences,Hector,
1979,Economic Sciences,Zvi,
1979,Economic Sciences,Phyllis,
1979,Economic Sciences,Charles,
1980,Physics,Allen,
1980,Physics,Rudolf,
1980,Physics,Masuo,
1980,Physics,John,
1980,Physics,Arthur,
1980,Physics,James,
1980,Physics,David,
1980,Physics,Eric,
1980,Chemistry,Antonio,
1980,Chemistry,Goro,
1980,Chemistry,Claudette,
1980,Chemistry,Jean,
1980,Chemistry,Eberhard,
1980,Chemistry,Itka,
1980,Chemistry,Jun,
1980,Chemistry,Masao,
1980,Chemistry,Nobuatsu,
1980,Chemistry,Masato,
1980,Physiology or Medicine,Kimura,
1980,Physiology or Medicine,Herbert,
1980,Physiology or Medicine,MichÈle,
1980,Physiology or Medicine,William,
1980,Physiology or Medicine,Nadia,
1980,Physiology or Medicine,Henri,
1980,Physiology or Medicine,Takayanagi,
1980,Physiology or Medicine,Norbert,
1980,Physiology or Medicine,Martin,
1980,Physiology or Medicine,Nishino,
1980,Economic Sciences,Bruce,
1980,Economic Sciences,Fritz,
1980,Economic Sciences,Peter,
1980,Economic Sciences,Richard,
1980,Economic Sciences,Joan,
1980,Economic Sciences,Heather,
1980,Economic Sciences,Marc,
1980,Economic Sciences,Michael,
1980,Economic Sciences,Surendra,
1980,Economic Sciences,Hajime,
1981,Physics,Robert,
1981,Physics,Alexander,
1981,Physics,Jules,
1981,Physics,Willy,
1981,Physics,Allan,
1981,Physics,Mark,
1981,Physics,John,
1981,Physics,Varouzhan,
1981,Physics,Michael,
1981,Chemistry,Roger,
1981,Chemistry,Robert,
1981,Chemistry,Christina,
1981,Chemistry,Tapas,
1981,Chemistry,Colin,
1981,Chemistry,David,
1981,Chemistry,Jerzy,
1981,Chemistry,Dietmar,
1981,Chemistry,Charles,
1981,Chemistry,Andrew,
1981,Physiology or Medicine,Ronald,
1981,Physiology or Medicine,Peter,
1981,Physiology or Medicine,Craig,
1981,Physiology or Medicine,Jochen,
1981,Physiology or Medicine,István,
1981,Physiology or Medicine,John,
1981,Physiology or Medicine,Henryka,
1981,Physiology or Medicine,Hartmut,
1981,Physiology or Medicine,Trevor,
1981,Physiology or Medicine,Konrad,
1981,Economic Sciences,Gary,
1981,Economic Sciences,Josph,
1981,Economic Sciences,Ardeshir,
1981,Economic Sciences,Melvin,
1981,Economic Sciences,Karen,
1981,Economic Sciences,John,
1981,Economic Sciences,Elia,
1981,Economic Sciences,Richard,
1981,Economic Sciences,Terry,
1981,Economic Sciences,Osher,
1982,Physics,Lutz,
1982,Physics,Mordechai,
1982,Physics,Marshall,
1982,Physics,Minoru,
1982,Physics,Herbert,
1982,Physics,Gillian,
1982,Physics,Shoichi,
1982,Physics,Keith,
1982,Physics,Kurt,
1982,Physics,Gerhard,
1982,Chemistry,Hisashi,
1982,Chemistry,Susumu,
1982,Chemistry,Douglas,
1982,Chemistry,Pierre,
1982,Chemistry,Friedo,
1982,Chemistry,Mitsuo,
1982,Chemistry,Nicholas,
1982,Chemistry,Michael,
1982,Chemistry,Hideki,
1982,Chemistry,Karl-Ludwig,
1982,Physiology or Medicine,Toshiaki,
1982,Physiology or Medicine,Noémie,
1982,Physiology or Medicine,Milos,
1982,Physiology or Medicine,Phoebe,
1982,Physiology or Medicine,Jane,
1982,Physiology or Medicine,Le-Chu,
1982,Physiology or Medicine,Thomas,
1982,Physiology or Medicine,Karl-Heinz,
1982,Economic Sciences,Peter,
1982,Economic Sciences,Robert,
1982,Economic Sciences,Anil,
1982,Economic Sciences,GEOFFREY,
1982,Economic Sciences,Wray,
1982,Economic Sciences,ALAN,
1982,Economic Sciences,HAROLD,
1982,Economic Sciences,David,
1982,Economic Sciences,NORMAN,
1982,Economic Sciences,Andrew,
1983,Physics,Reza,
1983,Physics,Barry,
1983,Physics,Naresh,
1983,Physics,Michael,
1983,Physics,Hartmut,
1983,Physics,James,
1983,Physics,Asghar,
1983,Physics,Josef,
1983,Chemistry,Jochen,
1983,Chemistry,Rudolf,
1983,Chemistry,Jón,
1983,Chemistry,Werner,
1983,Chemistry,Albert,
1983,Chemistry,Colin,
1983,Chemistry,Karl,
1983,Chemistry,Nello,
1983,Chemistry,Neville,
1983,Chemistry,Hans-Lothar,
1983,Physiology or Medicine,Emi,
1983,Physiology or Medicine,Franz,
1983,Physiology or Medicine,Takao,
1983,Physiology or Medicine,Osamu,
1983,Physiology or Medicine,Yuichi,
1983,Physiology or Medicine,Fred,
1983,Economic Sciences,Peter,
1983,Economic Sciences,Masahiro,
1983,Economic Sciences,Herbert,
1983,Economic Sciences,Koon-lam,
1983,Economic Sciences,Mark,
1983,Economic Sciences,Ben-chieh,
1983,Economic Sciences,Takao,
1983,Economic Sciences,Ami,
1983,Economic Sciences,Sidney,
1983,Economic Sciences,Makoto,
1984,Physics,Pierre,
1984,Physics,Akito,
1984,Physics,Ömer,
1984,Physics,Giampiero,
1984,Physics,Ann,
1984,Physics,James,
1984,Physics,Herwig,
1984,Physics,Torbjörn,
1984,Chemistry,Jochen,
1984,Chemistry,Paul,
1984,Chemistry,Ernest,
1984,Chemistry,Ana,
1984,Chemistry,Gyopár,
1984,Chemistry,Eberhard,
1984,Chemistry,Anton,
1984,Chemistry,Colin,
1984,Chemistry,Marko,
1984,Chemistry,Kurt,
1984,Physiology or Medicine,PHILIPPE,
1984,Physiology or Medicine,Jacob,
1984,Physiology or Medicine,PAUL,
1984,Physiology or Medicine,REMI,
1984,Physiology or Medicine,Zev,
1984,Physiology or Medicine,ANNICK,
1984,Physiology or Medicine,Masatoshi,
1984,Physiology or Medicine,Claude,
1984,Physiology or Medicine,DANIEL,
1984,Physiology or Medicine,CLAUDE,
1984,Economic Sciences,Arza,
1984,Economic Sciences,Sajal,
1984,Economic Sciences,Scott,
1984,Economic Sciences,Elia,
1984,Economic Sciences,Zilla,
1984,Economic Sciences,Adam,
1984,Economic Sciences,David,
1984,Economic Sciences,Yona,
1984,Economic Sciences,Gideon,
1984,Economic Sciences,Philip,
1985,Physics,Doug,
1985,Physics,Emilio,
1985,Physics,Edwin,
1985,Physics,Lazar,
1985,Physics,Ingemar,
1985,Physics,Amand,
1985,Physics,Dennis,
1985,Physics,Francis,
1985,Physics,Keith,
1985,Physics,Otto,
1985,Chemistry,Stefan,
1985,Chemistry,Enric,
1985,Chemistry,Wolfgang,
1985,Chemistry,Václav,
1985,Chemistry,Patrick,
1985,Chemistry,Milan,
1985,Chemistry,Colin,
1985,Chemistry,Camille,
1985,Chemistry,Dieter,
1985,Chemistry,Ernst,
1985,Physiology or Medicine,Wilfrid,
1985,Physiology or Medicine,Nai-San,
1985,Physiology or Medicine,Ofelia,
1985,Physiology or Medicine,Virginia,
1985,Physiology or Medicine,John,
1985,Physiology or Medicine,Ricard,
1985,Physiology or Medicine,Pere,
1985,Physiology or Medicine,Muramoto,
1985,Physiology or Medicine,Eugenio,
1985,Physiology or Medicine,Andrew,
1985,Economic Sciences,Chiu-Ming,
1985,Economic Sciences,Larry,
1985,Economic Sciences,Peter,
1985,Economic Sciences,Tony,
1985,Economic Sciences,Jaques,
1985,Economic Sciences,Jean-Michel,
1985,Economic Sciences,Stuart,
1985,Economic Sciences,Irene,
1985,Economic Sciences,Manouchehr,
1985,Economic Sciences,Hector,
1986,Physics,Detlev,
1986,Physics,Paul,
1986,Physics,David,
1986,Physics,Leo,
1986,Physics,Onishi,
1986,Physics,Stanislaw,
1986,Physics,Edward,
1986,Physics,Thomas,
1986,Physics,Joël,
1986,Physics,Sławomir,
1986,Chemistry,Margit,
1986,Chemistry,Guixiang,
1986,Chemistry,Gordon,
1986,Chemistry,Yanlong,
1986,Chemistry,Jyoti,
1986,Chemistry,Tadeusz,
1986,Chemistry,Myron,
1986,Chemistry,Shoushan,
1986,Chemistry,Eleri,
1986,Chemistry,Yongzhen,
1986,Physiology or Medicine,Ozaki,
1986,Physiology or Medicine,Peter,
1986,Physiology or Medicine,Kálmán,
1986,Physiology or Medicine,William,
1986,Physiology or Medicine,John,
1986,Physiology or Medicine,Knut-Jan,
1986,Physiology or Medicine,Jean-Marc,
1986,Physiology or Medicine,Thomas,
1986,Physiology or Medicine,Elizabeth,
1986,Physiology or Medicine,Takeda,
1986,Economic Sciences,Adrian,
1986,Economic Sciences,Hailu,
1986,Economic Sciences,Fatemeh,
1986,Economic Sciences,John,
1986,Economic Sciences,Sarwar,
1986,Economic Sciences,Ami,
1986,Economic Sciences,Alan,
1986,Economic Sciences,Willi,
1986,Economic Sciences,Geary,
1986,Economic Sciences,Charles,
1987,Physics,Peter,
1987,Physics,Prudence,
1987,Physics,Hiroshi,
1987,Physics,Miao,
1987,Physics,Bryan,
1987,Physics,Marcelo,
1987,Physics,David,
1987,Physics,Boris,
1987,Physics,Rainer,
1987,Physics,Beverley,
1987,Chemistry,Jörg-Peter,
1987,Chemistry,Taitiro,
1987,Chemistry,Wolfgang,
1987,Chemistry,Rudolf,
1987,Chemistry,Michel,
1987,Chemistry,George-Emil,
1987,Chemistry,Heinrich,
1987,Chemistry,Pete,
1987,Chemistry,Colin,
1987,Chemistry,Heindirk,
1987,Physiology or Medicine,Doris,
1987,Physiology or Medicine,Tsuruoka,
1987,Physiology or Medicine,Bruch,
1987,Physiology or Medicine,Josefina,
1987,Physiology or Medicine,Katherine,
1987,Physiology or Medicine,JR,
1987,Physiology or Medicine,Bàrbara,
1987,Physiology or Medicine,Matsui,
1987,Economic Sciences,Kwei,
1987,Economic Sciences,Peter,
1987,Economic Sciences,Khalid,
1987,Economic Sciences,Amiram,
1987,Economic Sciences,Bobby,
1987,Economic Sciences,Rickie,
1987,Economic Sciences,Michel,
1987,Economic Sciences,Christian,
1987,Economic Sciences,Patricia,
1987,Economic Sciences,Abraham,
1988,Physics,Emilio,
1988,Physics,Peter,
1988,Physics,Carlo,
1988,Physics,Maurice,
1988,Physics,Leif,
1988,Physics,Stuart,
1988,Physics,Anthony,
1988,Physics,David,
1988,Physics,Moshe,
1988,Physics,Alan,
1988,Chemistry,Penny,
1988,Chemistry,David,
1988,Chemistry,Theodore,
1988,Chemistry,Hugh,
1988,Chemistry,Michel,
1988,Chemistry,Iwao,
1988,Chemistry,Colin,
1988,Chemistry,Stig,
1988,Chemistry,Eric,
1988,Chemistry,Madjid,
1988,Physiology or Medicine,Yu-Chong,
1988,Physiology or Medicine,Matsushima,
1988,Physiology or Medicine,Sakudo,
1988,Physiology or Medicine,Sten,
1988,Physiology or Medicine,Jörgen,
1988,Physiology or Medicine,John,
1988,Physiology or Medicine,Melhem,
1988,Physiology or Medicine,Soeda,
1988,Physiology or Medicine,Cecil,
1988,Physiology or Medicine,Bernard,
1988,Economic Sciences,Ronald,
1988,Economic Sciences,Benjamin,
1988,Economic Sciences,Greg,
1988,Economic Sciences,Ken,
1988,Economic Sciences,Jean-Michel,
1988,Economic Sciences,Robert,
1988,Economic Sciences,Julian,
1988,Economic Sciences,Ron,
1988,Economic Sciences,Harold,
1988,Economic Sciences,Ann,
1989,Physics,Steve,
1989,Physics,Joseph,
1989,Physics,Bo,
1989,Physics,Yutaka,
1989,Physics,Marc,
1989,Physics,Reinhard,
1989,Physics,Howard,
1989,Physics,Christian,
1989,Physics,Terry,
1989,Physics,Andrew,
1989,Chemistry,Max,
1989,Chemistry,Mike,
1989,Chemistry,Frédérique,
1989,Chemistry,Raymond,
1989,Chemistry,Neelam,
1989,Chemistry,Edgar,
1989,Chemistry,Colin,
1989,Chemistry,Norbert,
1989,Chemistry,Nigel,
1989,Chemistry,Alan,
1989,Physiology or Medicine,Fritz,
1989,Physiology or Medicine,Carlo,
1989,Physiology or Medicine,Nina,
1989,Physiology or Medicine,Ileana,
1989,Physiology or Medicine,Ildemaro,
1989,Physiology or Medicine,Gonzalo,
1989,Physiology or Medicine,Margarita,
1989,Physiology or Medicine,Amanda,
1989,Physiology or Medicine,Victor,
1989,Physiology or Medicine,Theunis,
1989,Economic Sciences,Mervyn,
1989,Economic Sciences,Arvid,
1989,Economic Sciences,Haralampi,
1989,Economic Sciences,Todor,
1989,Economic Sciences,Kiril,
1989,Economic Sciences,Barry,
1989,Economic Sciences,Dimitrina,
1989,Economic Sciences,Christo,
1989,Economic Sciences,MALCOLM,
1989,Economic Sciences,Ivan,
1990,Physics,Jaroslav,
1990,Physics,Fang,
1990,Physics,Gary,
1990,Physics,Brandon,
1990,Physics,Dimitri,
1990,Physics,William,
1990,Physics,Keisuke,
1990,Physics,Helmut,
1990,Physics,Jean-Marc,
1990,Physics,Aurel,
1990,Chemistry,Max,
1990,Chemistry,Lee,
1990,Chemistry,Peter,
1990,Chemistry,Kuo-Chen,
1990,Chemistry,Per-Olov,
1990,Chemistry,Muhammad,
1990,Chemistry,Andrzej,
1990,Chemistry,David,
1990,Chemistry,Jerzy,
1990,Chemistry,Like,
1990,Physiology or Medicine,Shirakura,
1990,Physiology or Medicine,Nunomura,
1990,Physiology or Medicine,Norio,
1990,Physiology or Medicine,Gad,
1990,Physiology or Medicine,Tsugawa,
1990,Physiology or Medicine,Gro-Ingunn,
1990,Physiology or Medicine,DAG,
1990,Physiology or Medicine,Øyvind,
1990,Physiology or Medicine,Tatsuo,
1990,Physiology or Medicine,Tokumitsu,
1990,Economic Sciences,Peter,
1990,Economic Sciences,Suresh,
1990,Economic Sciences,Paul,
1990,Economic Sciences,Chaweng,
1990,Economic Sciences,Arnold,
1990,Economic Sciences,Prafulla,
1990,Economic Sciences,John,
1990,Economic Sciences,Amitava,
1990,Economic Sciences,Dieter,
1990,Economic Sciences,Øyvind,
1991,Physics,Steve,
1991,Physics,Peter,
1991,Physics,Gary,
1991,Physics,Jane,
1991,Physics,Yukap,
1991,Physics,David,
1991,Physics,Dieter,
1991,Physics,Janos,
1991,Physics,Alan,
1991,Chemistry,Concepcion,
1991,Chemistry,Petra,
1991,Chemistry,Ludmilla,
1991,Chemistry,Ernest,
1991,Chemistry,Shinji,
1991,Chemistry,Frans,
1991,Chemistry,Mitsuru,
1991,Chemistry,Neelam,
1991,Chemistry,Sebastiano,
1991,Chemistry,Burt,
1991,Physiology or Medicine,Hannu,
1991,Physiology or Medicine,Jaakko,
1991,Physiology or Medicine,Michel,
1991,Physiology or Medicine,Bruno,
1991,Physiology or Medicine,Yamashita,
1991,Physiology or Medicine,Mikko,
1991,Physiology or Medicine,Ted,
1991,Physiology or Medicine,Konagaya,
1991,Physiology or Medicine,Richard,
1991,Physiology or Medicine,Marianna,
1991,Economic Sciences,Bruce,
1991,Economic Sciences,Peter,
1991,Economic Sciences,Gordon,
1991,Economic Sciences,Irem,
1991,Economic Sciences,John,
1991,Economic Sciences,Jeremy,
1991,Economic Sciences,Thrainn,
1991,Economic Sciences,Susan,
1991,Economic Sciences,Cluney,
1991,Economic Sciences,Edward,
1992,Physics,Peter,
1992,Physics,Jishan,
1992,Physics,Roy,
1992,Physics,Daniel,
1992,Physics,Amand,
1992,Physics,Thorsten,
1992,Physics,Joerg,
1992,Physics,Boris,
1992,Physics,Gabriel,
1992,Physics,Lisa,
1992,Chemistry,Friedhelm,
1992,Chemistry,Jonathan,
1992,Chemistry,Erno˜,
1992,Chemistry,Jean-Marie,
1992,Chemistry,Glyn,
1992,Chemistry,Michael,
1992,Chemistry,Jun,
1992,Chemistry,Geoff,
1992,Chemistry,Per‐Olov,
1992,Physiology or Medicine,Adolfo,
1992,Physiology or Medicine,Jordi,
1992,Physiology or Medicine,Philip,
1992,Physiology or Medicine,Jose,
1992,Physiology or Medicine,Anna,
1992,Physiology or Medicine,Bill,
1992,Physiology or Medicine,Jaime,
1992,Physiology or Medicine,Thomas,
1992,Physiology or Medicine,Sadasivam,
1992,Physiology or Medicine,Andrew,
1992,Economic Sciences,Pavlos,
1992,Economic Sciences,John,
1992,Economic Sciences,Spyros,
1992,Economic Sciences,Pantelis,
1992,Economic Sciences,Michael,
1992,Economic Sciences,Ian,
1992,Economic Sciences,Gilles,
1992,Economic Sciences,Shirley,
1992,Economic Sciences,Toshiyuki,
1992,Economic Sciences,Gregory,
1993,Physics,Carlo,
1993,Physics,Hans,
1993,Physics,Paul,
1993,Physics,Marie-Noelle,
1993,Physics,Jarosław,
1993,Physics,Andrzej,
1993,Physics,James,
1993,Physics,Stelios,
1993,Physics,George,
1993,Physics,Andrew,
1993,Chemistry,Jaroslav,
1993,Chemistry,Ivano,
1993,Chemistry,Wolfram,
1993,Chemistry,Cees,
1993,Chemistry,Sergio,
1993,Chemistry,Ian,
1993,Chemistry,Wolfhard,
1993,Chemistry,James,
1993,Chemistry,David,
1993,Chemistry,Karel,
1993,Physiology or Medicine,Gary,
1993,Physiology or Medicine,Lewis,
1993,Physiology or Medicine,René,
1993,Physiology or Medicine,François,
1993,Physiology or Medicine,January,
1993,Physiology or Medicine,John,
1993,Physiology or Medicine,Per,
1993,Physiology or Medicine,Ewa,
1993,Physiology or Medicine,Andrzej,
1993,Physiology or Medicine,Catherine,
1993,Economic Sciences,Doug,
1993,Economic Sciences,Peter,
1993,Economic Sciences,Khalid,
1993,Economic Sciences,Annemarie,
1993,Economic Sciences,Leo,
1993,Economic Sciences,Zilla,
1993,Economic Sciences,Michael,
1993,Economic Sciences,Eliahu,
1993,Economic Sciences,Gavriil,
1993,Economic Sciences,James,
1994,Physics,Bob,
1994,Physics,Ronald,
1994,Physics,Allen,
1994,Physics,Harry,
1994,Physics,Tamotsu,
1994,Physics,Yasushi,
1994,Physics,Erich,
1994,Physics,Kouji,
1994,Physics,Frederick,
1994,Physics,Kajino,
1994,Chemistry,Jie,
1994,Chemistry,Ronald,
1994,Chemistry,Roger,
1994,Chemistry,Professor,
1994,Chemistry,Neil,
1994,Chemistry,Arnold,
1994,Chemistry,Karla,
1994,Chemistry,Akio,
1994,Chemistry,Bernd,
1994,Chemistry,Claudio,
1994,Physiology or Medicine,Clemens,
1994,Physiology or Medicine,Franca,
1994,Physiology or Medicine,Alain,
1994,Physiology or Medicine,Hans-Werner,
1994,Physiology or Medicine,Fulvio,
1994,Physiology or Medicine,Claudia,
1994,Physiology or Medicine,Carolynn,
1994,Physiology or Medicine,Gabc,
1994,Physiology or Medicine,Bernardo,
1994,Physiology or Medicine,Gerhard,
1994,Economic Sciences,Jim,
1994,Economic Sciences,Jean-Michel,
1994,Economic Sciences,Alain,
1994,Economic Sciences,Scott,
1994,Economic Sciences,John,
1994,Economic Sciences,Timothy,
1994,Economic Sciences,Shahram,
1994,Economic Sciences,Avishai,
1994,Economic Sciences,Mordecai,
1994,Economic Sciences,Cem,
1995,Physics,Peter,
1995,Physics,Eugene,
1995,Physics,Cyril,
1995,Physics,Koichi,
1995,Physics,Byungbae,
1995,Physics,Zhiyong,
1995,Physics,Minos,
1995,Physics,Eric,
1995,Physics,Jean-Eudes,
1995,Physics,Philip,
1995,Chemistry,Neil,
1995,Chemistry,Arne,
1995,Chemistry,Felix,
1995,Chemistry,Aziz,
1995,Chemistry,Andreas,
1995,Chemistry,Brynmor,
1995,Chemistry,Shalini,
1995,Physiology or Medicine,Armando,
1995,Physiology or Medicine,Véronique,
1995,Physiology or Medicine,Shawn,
1995,Physiology or Medicine,Marcel,
1995,Physiology or Medicine,Ulrich,
1995,Physiology or Medicine,Virginia,
1995,Physiology or Medicine,John,
1995,Physiology or Medicine,Jackie,
1995,Physiology or Medicine,Bernard,
1995,Physiology or Medicine,Martin,
1995,Economic Sciences,Stephanie,
1995,Economic Sciences,Armando,
1995,Economic Sciences,Amiram,
1995,Economic Sciences,David,
1995,Economic Sciences,Steven,
1995,Economic Sciences,Subal,
1995,Economic Sciences,Xuelin,
1995,Economic Sciences,Margareta,
1995,Economic Sciences,Ljubo,
1995,Economic Sciences,Charles,
1996,Physics,Mike,
1996,Physics,Ruth,
1996,Physics,Matin,
1996,Physics,Dan,
1996,Physics,Hasan,
1996,Physics,Steven,
1996,Physics,Giuseppe,
1996,Physics,John,
1996,Physics,Amin,
1996,Physics,Masayasu,
1996,Chemistry,Johan,
1996,Chemistry,Jadwiga,
1996,Chemistry,Silvia,
1996,Chemistry,Alistair,
1996,Chemistry,Tetsuo,
1996,Chemistry,Tohru,
1996,Chemistry,Sara,
1996,Chemistry,Katsuyoshi,
1996,Chemistry,James,
1996,Chemistry,Dietmar,
1996,Physiology or Medicine,Craig,
1996,Physiology or Medicine,André,
1996,Physiology or Medicine,Sylvia,
1996,Physiology or Medicine,Jr,
1996,Physiology or Medicine,Claude,
1996,Physiology or Medicine,Hubert,
1996,Physiology or Medicine,Pascal,
1996,Physiology or Medicine,Hélène,
1996,Physiology or Medicine,Makoto,
1996,Physiology or Medicine,Hajime,
1996,Economic Sciences,Massimo,
1996,Economic Sciences,Jamie,
1996,Economic Sciences,RA,
1996,Economic Sciences,Christopher,
1996,Economic Sciences,Aram,
1996,Economic Sciences,Hsiao-Lin,
1996,Economic Sciences,Loïc,
1996,Economic Sciences,TJ,
1996,Economic Sciences,George,
1996,Economic Sciences,Andrew,
1997,Physics,Bob,
1997,Physics,Robert,
1997,Physics,Brian,
1997,Physics,Bikash,
1997,Physics,Amand,
1997,Physics,Luciano,
1997,Physics,Sibaji,
1997,Physics,Donna,
1997,Physics,Jan-e,
1997,Physics,Kwan‐Hoong,
1997,Chemistry,Peter,
1997,Chemistry,Dominique,
1997,Chemistry,Gordon,
1997,Chemistry,Zhang,
1997,Chemistry,Anne,
1997,Chemistry,Xavier,
1997,Chemistry,Andreas,
1997,Chemistry,Guo,
1997,Chemistry,Colin,
1997,Chemistry,Hubert,
1997,Physiology or Medicine,Bruce,
1997,Physiology or Medicine,Peter,
1997,Physiology or Medicine,Evelyne,
1997,Physiology or Medicine,Giuseppe,
1997,Physiology or Medicine,Takanori,
1997,Physiology or Medicine,Andrzej,
1997,Physiology or Medicine,Désiré,
1997,Physiology or Medicine,Manuel,
1997,Physiology or Medicine,Germán,
